20
831 1925
344 823 723
264 137 599
827 485 127
432 470 445
713 51 823
264 731 131
520 663 646
700 667 883
109 394 845
631 52 830
172 231 263
805 691 989
543 546 149
764 828 16
225 147 481
762 169 701
51 763 898
618 72 367
10 743 999
620 552 624
499 796 892
92 693 520
28 538 491
788 311 598
557 466 411
104 783 930
752 573 549
403 399 578
22 586 75
27 463 455
52 464 163
180 645 647
42 657 98
308 742 980
41 113 822
476 128 289
192 819 955
355 227 122
502 544 878
820 314 158
538 270 413
458 460 433
699 559 170
502 699 489
643 559 40
470 290 957
370 194 740
828 590 744
109 572 973
278 830 49
308 149 439
276 6 287
13 552 770
272 219 65
38 414 491
185 257 957
174 493 503
36 599 36
497 721 418
531 33 344
90 778 775
217 62 610
170 29 578
793 425 855
582 408 247
721 445 183
511 475 669
637 186 311
768 272 549
676 83 273
380 363 967
81 820 122
216 25 339
674 2 73
683 830 662
409 219 518
448 104 13
642 52 22
485 56 919
484 274 789
795 137 873
285 552 209
357 705 902
399 292 865
348 217 201
205 626 625
494 402 218
160 316 925
335 431 671
85 538 391
438 249 253
190 32 311
786 741 754
169 705 782
671 115 261
396 19 153
59 39 67
587 142 311
484 632 361
375 712 611
337 599 117
652 315 311
83 177 356
309 716 241
338 704 348
27 644 662
172 811 100
339 534 185
184 243 723
111 757 87
36 765 74
416 213 72
351 336 876
193 52 545
717 469 977
528 78 267
140 503 66
444 767 877
241 430 200
304 10 706
275 673 176
422 690 663
726 585 439
195 417 167
454 634 86
497 622 1000
179 302 294
44 380 952
152 539 43
331 580 131
169 469 513
226 435 200
166 260 331
568 319 339
1 211 791
747 231 444
556 687 245
732 300 110
11 685 708
471 280 359
2 695 109
418 759 560
450 736 264
2 658 219
182 362 241
359 373 289
672 548 539
689 680 569
151 581 30
817 440 375
460 347 906
552 802 919
253 30 632
93 310 846
158 612 760
614 493 25
285 62 945
669 409 403
444 139 242
746 410 352
257 513 590
302 771 428
283 641 903
214 687 119
460 536 981
226 502 47
181 360 545
489 613 616
761 437 961
581 62 3
212 466 95
213 594 23
347 276 788
336 707 101
765 697 593
358 657 908
730 704 469
525 64 370
679 761 224
214 67 25
559 170 515
158 185 465
599 771 643
382 450 906
236 58 953
790 62 832
702 578 128
714 681 163
328 767 997
780 820 175
308 748 561
418 367 759
22 657 323
272 355 761
184 739 724
215 454 472
763 324 802
292 828 652
86 473 7
672 758 586
212 583 894
69 175 732
743 811 377
289 535 545
616 755 422
623 334 701
322 670 746
615 632 626
327 1 35
118 2 552
812 533 253
635 726 925
77 622 934
45 493 265
542 299 618
303 15 448
668 162 222
744 685 35
54 823 13
712 159 348
813 771 857
643 468 421
694 774 804
824 321 715
409 439 877
312 524 793
782 776 160
660 333 52
199 427 677
232 596 900
628 497 160
673 396 668
197 279 614
502 534 538
402 23 590
457 629 849
428 425 278
469 604 867
505 753 655
397 124 183
359 693 472
76 661 389
715 503 482
427 541 413
504 338 858
258 402 79
334 380 423
394 421 572
617 563 96
432 106 60
54 299 898
150 616 559
728 789 949
143 449 762
709 734 165
557 516 495
453 149 851
702 624 235
441 140 751
758 384 701
338 172 452
767 370 60
238 264 696
670 405 46
424 711 384
564 157 924
466 580 514
502 256 969
650 821 524
423 529 376
750 192 7
731 46 914
643 310 75
85 193 97
179 724 99
812 191 268
287 82 74
115 574 418
334 429 321
334 51 522
740 737 100
251 215 506
514 544 664
481 255 747
672 715 328
676 294 39
157 714 156
94 381 189
625 687 718
493 208 451
206 299 696
157 194 239
594 791 576
381 605 842
74 356 355
442 304 757
755 796 293
65 446 467
365 339 935
727 149 813
343 382 973
605 37 228
161 434 493
821 142 228
463 647 862
191 117 772
806 78 356
469 141 300
106 524 292
362 22 56
240 25 474
210 670 201
666 709 928
656 25 828
655 763 901
40 791 370
487 577 578
721 474 693
520 493 48
475 754 281
170 91 93
93 39 271
109 408 697
299 409 690
45 323 699
370 525 284
85 712 122
222 195 923
771 394 362
142 157 47
164 2 202
173 104 160
227 303 513
285 603 217
244 683 542
779 618 981
36 586 497
318 801 1
65 245 348
251 94 217
804 340 537
300 382 668
219 382 829
211 539 411
254 20 264
476 649 311
603 194 491
551 671 188
733 551 997
381 223 479
584 169 38
797 72 37
363 316 684
352 171 957
223 506 778
822 777 66
279 479 781
450 413 856
564 21 127
179 480 454
321 20 999
148 559 148
667 747 898
457 251 219
25 552 378
212 491 610
477 30 934
415 83 705
158 90 686
423 468 436
562 778 316
134 772 795
44 245 593
638 416 86
21 804 983
790 403 642
807 338 732
229 640 289
784 225 204
769 187 676
96 58 83
315 740 582
17 227 583
280 815 41
135 160 884
628 615 290
269 25 818
82 140 45
745 499 519
54 388 980
341 679 568
278 180 674
238 698 633
210 176 752
618 164 698
93 33 394
769 713 916
560 617 239
303 30 151
423 283 417
51 489 156
793 134 682
541 184 170
713 385 258
359 340 799
722 578 759
223 824 879
186 255 802
806 392 248
673 478 611
103 730 867
126 154 671
6 133 280
162 659 449
349 82 574
610 579 501
584 665 324
814 723 993
137 755 471
35 488 124
769 823 309
135 711 165
652 428 791
77 273 116
484 772 511
326 530 810
745 113 424
701 506 346
679 736 118
66 107 601
28 745 253
296 622 26
700 168 878
189 367 561
242 550 146
673 81 227
422 70 811
606 802 830
394 23 776
115 408 92
748 266 738
481 76 789
684 729 485
583 277 680
219 703 69
308 299 666
380 533 979
263 352 201
758 98 206
490 238 979
71 177 558
112 414 473
628 431 544
660 815 587
285 344 203
443 467 589
607 84 331
340 754 683
232 573 303
37 569 233
194 604 728
54 171 942
317 133 250
68 349 656
802 397 735
143 598 304
200 255 710
440 743 354
39 32 363
817 179 308
111 364 751
742 186 513
268 583 843
768 554 990
15 209 119
169 440 47
682 260 592
538 390 80
525 115 498
500 270 215
491 519 770
86 792 423
428 751 854
453 473 228
544 268 392
250 99 573
829 749 319
598 809 989
438 367 105
244 217 622
224 593 573
405 265 305
801 598 968
516 301 368
130 517 690
729 752 313
740 755 54
176 738 648
633 389 941
787 19 28
203 804 89
190 206 84
513 453 344
472 176 341
255 556 9
721 48 418
591 619 821
315 664 561
719 10 261
769 684 604
591 499 458
791 548 826
220 389 838
35 147 317
101 397 257
581 501 373
51 509 176
89 304 144
438 479 121
118 369 33
424 62 543
247 353 87
758 191 425
26 475 351
504 553 926
704 461 905
824 386 773
201 177 676
431 283 261
86 303 2
46 213 788
342 318 552
357 525 523
688 606 591
756 66 778
565 830 926
275 342 675
683 464 286
90 565 594
377 235 262
583 500 917
717 571 755
630 608 247
360 30 18
514 627 764
336 270 603
428 527 222
300 800 7
58 793 631
221 220 659
806 769 842
139 772 361
690 692 395
407 459 953
502 532 393
510 194 386
75 340 60
570 484 799
40 377 865
424 409 265
45 2 228
700 269 89
605 278 880
249 445 107
222 759 526
73 368 26
54 158 821
420 339 470
619 253 311
207 654 116
584 151 52
130 694 670
435 704 614
32 787 903
176 528 322
275 773 26
817 593 582
773 582 37
240 290 369
380 419 355
175 364 108
260 147 285
289 101 868
470 160 710
82 616 307
435 690 130
181 557 470
620 319 117
752 433 611
253 528 185
613 51 491
61 650 393
637 8 189
1 657 816
162 675 268
642 350 792
455 798 350
532 133 719
394 334 433
115 446 931
601 176 176
106 248 211
482 616 465
128 407 722
459 362 378
718 216 358
790 153 585
486 376 303
648 87 830
779 610 457
580 705 310
576 773 434
572 301 547
132 718 808
734 215 443
330 489 360
58 409 869
300 294 843
186 15 163
195 688 482
781 598 408
424 380 69
690 114 579
621 471 860
581 20 107
100 280 823
567 433 241
355 657 606
14 465 276
404 492 960
272 408 755
757 732 421
103 715 525
384 699 598
428 319 981
400 714 123
574 691 578
395 443 856
693 229 550
175 1 638
332 545 234
690 198 358
614 731 328
49 609 386
455 432 913
174 732 767
4 479 339
48 132 686
353 543 795
490 310 429
454 356 20
302 659 944
631 150 822
323 319 683
721 330 987
487 578 665
191 560 967
361 488 710
205 161 9
645 486 105
376 278 658
352 228 341
352 424 955
308 498 441
505 143 362
544 50 675
416 735 318
766 214 856
349 271 196
409 616 810
359 510 932
598 676 294
382 694 922
629 702 927
142 13 767
728 286 518
761 804 116
272 195 159
546 506 207
425 771 348
412 214 659
738 403 784
416 790 668
818 351 122
811 521 295
723 542 392
622 67 333
230 291 815
530 314 208
307 257 587
72 142 775
791 643 467
194 797 775
177 516 232
236 476 794
758 182 451
366 250 440
173 46 797
642 596 149
58 231 804
700 599 453
482 520 974
372 735 655
717 327 941
561 813 772
34 577 582
201 116 907
207 172 474
738 437 51
653 680 950
335 180 423
340 457 297
736 346 546
360 199 444
436 254 231
500 582 468
669 89 985
595 670 410
128 503 715
508 403 290
476 719 59
149 217 45
567 718 796
406 805 575
766 660 812
69 812 575
308 605 43
305 452 223
816 348 567
53 11 265
610 430 801
301 212 174
193 435 480
478 95 593
733 142 935
34 355 167
810 448 860
12 105 628
213 5 719
274 751 53
382 654 817
244 701 882
312 658 193
589 719 305
254 100 25
639 564 90
373 434 322
640 689 533
757 785 282
88 773 33
477 130 400
38 358 826
438 42 674
299 803 561
535 181 50
193 181 572
284 491 32
637 770 270
760 227 296
622 132 673
575 761 378
828 96 838
173 696 898
768 448 380
827 88 377
623 138 409
774 69 640
254 395 877
803 799 833
397 9 650
405 634 999
495 47 64
310 585 780
630 470 839
603 403 920
433 99 295
364 332 622
44 784 58
731 514 593
242 324 331
437 31 631
689 752 111
32 94 198
700 194 524
464 823 974
709 113 316
517 466 647
458 626 907
639 616 458
692 415 791
212 148 243
687 279 471
475 716 596
555 449 869
638 71 308
418 10 38
745 101 798
240 647 480
240 480 610
499 306 899
421 636 354
256 10 823
216 760 44
384 792 838
709 170 476
751 653 784
314 351 978
571 400 838
796 274 136
360 93 342
766 220 534
612 18 599
115 187 144
670 553 404
75 753 962
385 683 462
452 787 272
821 608 285
601 365 959
786 707 672
81 28 414
418 167 233
551 689 305
337 547 991
447 818 710
74 735 415
272 456 202
10 391 762
767 125 840
421 792 584
472 15 169
41 533 724
617 717 249
533 13 498
382 255 62
532 432 484
4 457 921
475 717 890
723 304 433
579 176 194
282 777 240
490 531 40
597 197 456
212 169 930
97 583 430
439 744 312
363 816 142
544 179 931
543 427 514
154 132 311
737 214 689
522 830 869
588 523 568
440 663 471
736 626 545
374 726 719
209 646 197
229 202 450
323 59 170
325 416 996
310 185 57
260 243 418
640 395 477
323 94 754
220 192 356
384 664 594
24 384 363
377 731 397
20 619 310
415 493 66
516 389 531
687 610 922
763 223 714
827 794 146
311 529 492
640 779 140
617 775 409
39 808 98
655 156 613
697 129 885
750 458 279
30 45 594
91 276 710
252 537 828
739 384 29
660 170 625
162 661 240
21 163 645
202 231 873
89 377 12
521 348 153
183 582 649
617 697 854
166 119 769
567 514 982
382 740 8
788 755 719
483 52 899
590 143 761
635 358 866
168 820 601
603 432 425
310 539 216
330 663 260
637 480 683
392 544 700
698 785 380
626 695 40
364 663 435
763 355 782
136 423 620
539 229 355
328 611 287
708 274 417
418 761 937
615 580 82
57 92 8
609 226 144
196 595 607
149 55 337
428 488 219
63 66 832
278 245 390
665 240 224
561 460 889
78 790 790
144 326 759
659 305 46
763 769 595
698 515 38
15 299 954
345 218 532
587 90 678
802 709 408
397 410 993
819 10 864
324 640 427
78 358 524
446 787 365
287 83 528
601 162 945
669 30 216
26 116 316
572 383 694
441 516 943
677 671 346
287 637 567
37 764 219
467 335 311
162 625 257
288 736 654
569 434 164
136 452 689
230 54 890
717 170 911
433 359 716
656 720 66
78 519 407
744 350 871
416 540 939
306 105 779
361 714 396
598 363 688
743 74 972
590 528 217
79 183 846
804 790 708
1 564 223
198 87 370
418 420 609
734 648 463
660 460 967
444 552 461
699 336 804
275 593 796
223 716 25
763 715 825
172 652 662
251 633 492
497 566 182
716 220 599
624 263 289
346 718 206
724 159 773
11 779 941
73 49 75
29 252 601
192 502 191
325 481 242
173 214 36
666 121 349
75 204 814
175 828 200
63 39 810
234 212 289
584 46 714
312 316 733
533 20 239
20 521 999
320 603 40
807 185 331
39 676 625
678 467 63
275 126 489
118 506 46
395 622 872
398 96 565
96 470 858
145 434 288
365 748 543
654 152 249
366 408 5
603 755 586
117 575 790
610 795 96
165 607 780
401 450 97
204 636 650
589 631 861
317 820 232
24 424 265
108 328 665
512 603 371
484 272 552
454 590 820
417 40 806
326 714 715
685 475 797
643 219 186
197 606 649
20 192 955
528 6 958
394 392 704
29 492 822
49 508 575
632 779 157
803 6 483
715 50 582
509 494 643
139 631 918
805 378 127
245 446 146
13 279 727
184 360 409
5 128 274
473 682 992
23 453 376
653 22 464
212 610 321
658 152 841
312 153 849
91 789 177
520 487 588
407 761 451
830 786 673
84 320 790
790 52 181
314 531 518
744 561 834
538 757 37
575 749 834
326 502 602
253 399 247
504 703 331
587 163 880
499 170 464
28 154 772
296 583 411
555 665 189
540 560 360
241 686 836
158 798 94
757 172 412
347 26 54
262 310 153
524 520 147
467 499 262
465 206 350
512 376 502
704 289 886
482 472 615
198 28 399
171 423 667
462 506 227
221 546 53
87 667 377
671 116 552
649 529 833
625 305 354
554 782 117
828 316 378
148 502 754
521 581 714
772 19 910
265 114 562
284 723 976
809 496 862
570 561 528
386 725 868
614 606 630
464 666 781
353 571 167
554 586 607
296 145 181
676 799 707
719 674 492
577 504 212
602 807 116
482 444 897
386 599 205
16 133 173
738 528 117
741 770 48
255 566 944
447 166 568
477 622 726
67 762 212
587 276 448
217 68 677
515 570 994
354 210 594
684 646 741
706 729 5
398 368 453
689 252 389
669 421 653
170 70 402
688 115 481
511 311 543
779 502 177
511 7 444
782 661 269
721 497 894
329 642 286
597 817 628
621 734 102
293 155 671
434 2 280
248 689 33
122 329 846
606 163 332
118 699 224
262 265 236
208 664 490
69 615 494
301 171 909
759 671 484
680 641 194
90 389 589
427 307 858
458 238 849
435 18 422
755 19 139
586 187 509
169 489 399
732 620 818
72 416 774
384 387 908
418 721 963
271 590 986
658 599 630
254 292 116
809 712 165
423 219 946
508 62 916
760 605 288
764 490 356
221 349 357
272 826 714
201 126 146
141 18 992
740 60 945
542 362 228
355 639 839
190 703 21
679 363 523
719 478 249
271 231 144
254 503 159
231 185 660
269 551 54
382 173 387
324 511 821
178 628 382
256 397 413
81 283 903
336 687 623
118 336 361
633 316 381
308 658 280
412 815 85
267 773 730
2 396 216
529 286 500
265 288 774
659 817 432
59 624 400
810 507 40
738 435 779
186 307 657
536 324 826
276 482 336
722 434 682
813 378 73
233 707 189
364 734 22
160 793 812
493 97 732
80 83 257
318 506 932
111 664 198
531 88 814
804 13 124
254 33 288
171 526 723
541 487 614
119 278 75
649 336 674
813 812 499
448 322 692
130 179 803
20 346 341
90 185 23
241 498 808
723 740 567
718 813 478
720 708 537
425 785 710
426 504 364
222 253 117
584 530 961
194 130 325
821 25 183
482 295 752
415 441 932
103 635 101
184 751 703
616 12 740
111 351 156
328 435 346
91 673 954
649 14 556
94 828 563
403 200 260
471 674 599
258 539 176
442 661 763
112 335 694
54 499 727
350 361 223
539 65 443
662 316 614
781 678 274
510 422 302
140 92 427
34 152 428
34 379 344
628 406 825
568 228 487
167 413 588
20 113 900
335 610 311
3 232 455
401 550 522
603 149 681
741 452 499
67 138 572
520 163 683
488 582 398
259 119 57
60 23 795
485 476 926
396 14 954
518 145 531
426 357 949
771 639 535
143 508 944
768 262 255
666 669 794
360 238 306
446 671 54
623 497 660
126 387 435
827 477 115
666 261 26
563 394 69
488 24 97
496 96 999
493 23 921
219 206 216
424 657 319
312 529 221
30 826 35
270 815 106
311 584 299
469 25 315
75 169 176
565 799 47
777 821 78
302 247 388
627 799 606
231 659 599
390 229 282
245 345 885
528 127 331
685 784 526
408 413 377
236 533 878
767 516 498
631 398 984
173 121 208
270 707 268
484 316 561
167 193 114
567 440 725
174 807 651
667 760 269
37 523 183
817 152 188
532 772 905
12 221 575
260 397 459
284 232 215
384 293 992
479 159 94
708 473 858
414 326 411
524 626 107
209 502 529
380 268 760
657 419 290
365 499 771
683 414 560
32 313 267
311 269 95
415 351 442
786 62 473
143 443 451
512 68 154
693 589 767
495 124 336
637 317 372
95 141 862
562 726 720
789 831 644
207 313 177
544 252 949
294 145 193
283 332 294
333 152 959
25 245 57
696 630 815
123 115 477
521 787 618
196 769 411
130 492 395
126 305 526
272 604 96
252 652 13
560 52 329
605 386 539
765 509 319
343 512 784
264 817 271
784 456 324
765 121 236
419 706 652
198 804 810
814 781 623
228 540 217
177 262 575
144 588 108
252 210 352
732 136 599
819 678 639
81 406 982
21 668 652
607 139 400
320 554 357
727 388 993
298 403 196
48 185 887
541 777 384
548 18 982
393 661 143
522 523 4
692 574 63
76 312 666
797 630 351
408 657 220
528 482 562
793 769 695
124 598 107
217 408 496
770 366 377
182 317 93
45 388 477
213 169 636
614 523 468
89 230 22
642 694 672
200 694 459
163 745 484
723 60 932
592 23 289
435 683 377
193 622 551
445 575 981
202 508 548
482 629 33
230 23 908
61 145 636
696 683 93
535 304 752
259 765 529
252 455 930
520 45 291
306 367 971
374 149 48
775 286 346
646 153 237
830 61 590
395 431 353
228 528 648
326 102 353
765 82 139
561 699 165
773 591 774
785 579 927
88 789 267
764 243 154
302 520 698
688 124 115
283 49 848
772 283 788
298 377 636
411 505 509
522 743 67
81 134 605
428 274 597
431 441 175
812 637 537
191 29 466
252 82 606
84 306 490
719 605 499
828 599 65
195 293 570
356 675 805
150 678 769
791 80 961
155 57 869
137 330 296
540 688 649
15 624 745
74 591 186
86 602 331
355 734 796
445 579 517
44 370 302
683 473 315
789 307 865
174 476 106
57 437 219
139 707 865
140 64 335
545 715 737
109 207 108
98 74 341
646 799 640
480 753 312
298 72 549
27 610 677
549 538 849
733 601 385
41 394 520
830 698 665
728 702 369
275 74 816
167 589 880
19 805 916
424 182 171
706 409 906
147 776 334
573 754 33
387 7 631
408 191 882
745 407 608
619 715 857
112 790 374
315 178 333
152 818 162
270 809 64
150 284 856
670 578 963
109 519 20
728 374 975
659 609 296
758 294 293
175 66 265
576 177 456
10 414 19
613 64 506
526 585 162
142 16 959
716 402 136
23 184 76
645 388 93
377 209 60
330 673 424
343 410 195
654 82 720
311 35 900
617 368 619
7 451 316
779 38 515
71 161 555
779 462 193
655 171 257
203 320 578
609 434 924
784 801 522
569 370 816
120 677 19
128 762 21
480 404 103
334 277 764
207 373 535
105 617 586
433 102 406
297 299 583
723 815 42
451 601 836
119 799 378
561 64 515
388 619 580
802 160 283
146 315 288
649 201 825
532 250 129
479 497 752
466 467 952
779 243 578
426 557 460
9 386 980
147 539 439
284 409 850
749 800 838
84 764 896
112 534 997
605 550 567
644 44 592
466 634 629
602 315 367
264 817 678
173 588 162
364 803 729
147 566 73
92 704 367
755 655 525
330 183 54
787 559 147
574 433 439
332 41 773
50 326 607
70 727 122
728 215 799
675 443 143
713 767 524
225 193 855
472 229 748
514 743 550
302 815 649
194 630 846
685 603 504
275 219 715
449 347 550
579 767 442
359 690 466
482 31 442
421 325 553
69 624 790
715 558 625
701 783 809
483 528 749
591 294 907
313 642 64
597 530 227
154 559 276
544 36 877
459 30 909
406 160 523
456 302 621
391 41 877
716 787 778
64 172 984
181 318 932
155 96 418
335 520 234
551 617 110
16 766 902
675 424 937
663 429 36
341 672 687
592 411 716
193 127 431
475 689 740
648 515 774
711 512 702
291 598 219
827 258 713
676 582 25
233 710 368
376 624 445
651 814 121
563 466 254
297 713 991
745 106 230
755 10 404
230 808 896
730 389 249
302 561 860
157 571 20
782 185 350
240 436 368
108 15 572
283 567 568
427 509 66
533 568 230
186 632 32
163 731 2
696 48 72
285 127 181
653 498 968
21 208 132
805 320 965
770 16 571
473 621 896
141 473 4
614 779 170
319 239 834
396 569 690
684 225 188
419 215 690
570 83 218
527 313 90
264 809 503
488 829 824
522 622 206
476 774 55
587 488 837
268 610 702
505 232 284
334 585 502
647 683 191
211 416 975
228 536 310
332 387 687
793 803 703
434 351 865
29 552 734
549 278 6
443 481 755
307 362 151
43 420 126
753 38 300
326 147 160
112 539 381
288 102 443
397 446 937
554 229 677
598 650 294
417 546 719
352 578 613
461 150 964
602 284 833
755 644 341
106 158 321
583 105 291
182 608 289
597 95 793
669 233 768
170 498 127
32 357 248
185 635 981
820 215 139
214 133 319
166 590 702
585 577 195
497 677 444
489 125 674
112 329 150
182 803 867
425 492 33
67 770 918
130 538 129
351 107 10
208 277 458
637 706 209
147 520 924
208 751 689
209 11 960
285 176 6
727 571 353
386 562 568
494 239 896
502 256 147
798 732 924
77 152 633
171 296 409
203 436 578
810 664 455
815 21 777
189 461 309
710 776 922
251 140 509
283 186 981
214 746 873
29 569 305
19 792 618
618 415 577
28 713 471
88 268 832
138 397 444
411 630 81
487 54 58
393 63 515
804 727 501
780 756 244
624 72 740
806 99 614
218 234 655
49 628 109
751 212 752
787 223 768
111 281 16
701 389 161
165 191 446
422 475 359
801 554 118
944 1701
257 74 64
168 72 17
354 412 90
810 172 155
86 526 683
322 366 425
416 924 737
175 466 138
821 268 517
81 891 946
403 637 124
469 337 718
446 802 485
587 708 957
10 231 630
132 519 976
527 512 995
745 746 45
56 381 601
826 488 436
415 257 995
895 199 22
888 526 819
104 621 301
886 96 833
33 102 543
934 410 839
799 129 515
161 644 35
627 61 827
660 694 692
475 780 660
735 89 993
35 138 765
490 319 185
715 688 759
830 639 76
42 71 892
590 139 477
219 372 838
406 588 301
415 498 660
574 331 89
151 478 454
358 742 40
366 242 357
28 375 706
188 272 518
101 153 500
416 189 856
710 925 592
843 410 715
542 701 55
653 743 329
849 148 415
169 823 231
448 769 584
883 275 927
853 95 669
678 848 751
101 223 374
893 110 763
532 319 931
217 371 932
647 406 52
215 654 599
283 745 348
878 589 280
869 453 949
45 189 794
155 716 33
460 11 421
712 794 840
106 663 989
325 656 274
676 28 517
439 455 557
426 145 573
315 289 176
944 588 608
29 219 455
561 280 832
425 203 20
606 159 669
939 159 478
625 615 105
51 486 111
265 379 130
857 21 550
279 629 529
299 558 373
13 756 483
228 722 970
516 70 183
391 894 827
431 659 338
447 172 486
2 559 76
513 533 473
302 913 359
575 88 574
468 140 901
641 939 783
462 430 84
619 471 288
243 496 587
624 837 640
91 255 346
685 218 623
848 114 228
740 729 44
408 232 673
214 335 496
389 113 654
908 719 258
943 355 763
757 280 146
543 715 958
120 884 648
273 152 163
448 360 870
778 803 56
796 671 12
272 554 629
342 798 274
647 179 445
252 279 275
401 49 583
700 395 917
628 256 955
89 764 121
186 79 727
665 35 73
850 772 50
912 576 912
145 799 950
838 886 378
927 517 148
296 876 937
481 925 41
641 379 704
400 813 562
737 443 337
821 301 877
598 467 482
915 63 876
584 172 470
393 377 498
242 392 671
621 128 38
443 107 775
211 562 134
528 81 279
897 669 867
819 540 380
462 552 170
445 672 502
915 539 706
461 503 686
351 278 642
413 334 302
295 131 769
46 5 300
770 456 74
244 648 766
42 16 991
856 940 284
609 52 802
217 401 865
346 782 303
763 800 583
627 789 157
403 717 919
437 414 416
852 406 744
919 691 291
909 570 17
574 748 126
689 858 237
360 512 532
459 236 730
866 376 739
619 789 938
441 186 679
372 824 255
415 399 362
332 578 860
39 478 831
701 381 229
96 120 469
708 343 967
210 619 776
480 373 836
521 238 794
10 594 253
247 504 430
685 328 800
572 683 916
208 507 302
865 356 396
424 426 803
589 853 353
481 857 92
749 596 995
317 31 400
713 30 912
672 849 672
841 715 26
424 634 974
67 801 58
19 337 981
74 11 246
402 794 756
249 179 862
776 656 800
709 65 632
739 514 886
17 872 247
713 773 416
677 675 45
15 282 122
304 332 730
332 789 616
584 237 178
441 692 599
312 114 499
426 793 894
540 918 253
620 580 754
37 527 408
316 99 557
833 116 239
805 852 426
184 812 312
69 354 786
461 288 686
671 424 555
560 759 720
285 918 469
901 225 127
758 321 261
908 462 663
527 544 419
341 216 267
333 649 989
796 867 785
498 140 849
74 425 486
628 229 34
549 85 432
208 243 259
384 479 321
861 167 158
612 18 541
734 506 778
466 825 439
271 860 208
309 457 914
372 661 62
74 264 156
711 930 465
863 366 842
736 180 796
125 621 720
577 451 554
346 380 924
411 454 239
726 255 91
39 624 103
130 762 3
840 337 999
121 267 939
769 435 692
903 734 253
744 228 62
626 426 791
912 593 714
672 318 204
341 803 316
754 432 800
886 173 157
51 562 64
65 521 193
229 526 879
761 702 729
532 290 546
28 354 5
33 228 881
337 257 399
699 99 388
412 216 151
540 232 88
365 814 752
252 879 798
904 176 542
837 297 863
705 536 107
813 25 725
682 296 515
842 694 46
656 841 568
21 129 402
193 120 193
536 543 618
509 848 395
563 472 948
242 940 938
900 400 886
703 609 731
344 728 607
712 904 256
274 508 992
223 275 943
196 868 328
816 800 731
873 391 204
306 43 207
74 679 720
860 20 601
256 297 837
611 865 571
24 158 282
929 811 723
593 385 529
877 176 753
47 345 147
63 881 679
374 648 979
485 33 375
228 40 475
745 162 388
875 867 585
733 734 52
677 311 205
310 246 722
278 667 816
738 193 61
909 696 850
842 910 615
366 96 173
573 703 556
355 738 442
151 837 300
771 770 412
47 97 166
279 871 218
3 928 602
531 660 384
537 552 736
152 101 116
535 812 959
505 822 546
464 836 972
483 839 443
351 700 653
65 169 466
125 539 948
642 261 368
549 660 337
358 450 152
108 281 249
687 762 53
580 578 535
236 264 528
750 894 353
355 314 219
17 95 533
140 520 887
407 195 592
766 634 953
760 499 657
803 267 514
272 564 675
293 181 823
626 880 864
262 599 159
525 848 830
666 78 529
701 871 693
311 157 88
437 549 879
342 289 726
33 902 365
78 422 967
351 714 631
864 743 751
735 934 335
689 13 881
485 879 759
65 379 609
817 69 312
283 196 593
33 511 778
341 413 291
681 446 179
111 860 216
8 909 171
360 733 258
933 117 740
625 790 784
114 348 736
459 58 973
584 859 243
176 766 308
65 439 117
