954 2611
832 356 903
930 470 550
808 173 867
41 514 427
55 505 29
415 284 169
1 588 587
319 931 620
748 462 15
13 310 652
505 806 679
116 716 509
402 584 686
323 538 3
20 214 382
259 320 444
67 366 877
118 519 116
515 800 562
448 106 980
714 341 851
47 400 186
820 265 496
409 368 618
178 55 955
173 72 34
909 489 23
100 815 560
688 123 732
49 422 327
103 339 543
584 283 483
875 899 855
250 274 402
395 599 437
304 645 339
684 777 114
686 922 3
722 905 221
542 664 462
428 83 130
734 829 817
227 24 126
953 474 515
447 797 302
847 341 432
402 846 801
893 377 112
435 115 173
557 313 676
898 842 677
448 765 228
229 80 147
871 282 650
135 52 626
660 113 965
613 360 485
255 693 827
652 527 416
444 894 561
99 350 385
532 557 84
486 575 866
70 190 414
506 288 423
904 607 969
376 853 503
546 947 244
185 93 75
362 692 755
539 221 346
635 699 77
761 384 81
844 494 588
63 714 458
833 152 376
466 23 984
546 579 527
323 388 965
380 350 73
809 518 262
435 461 604
362 487 790
694 604 318
838 612 314
308 494 440
379 290 816
239 121 595
275 507 539
160 213 604
859 598 521
272 14 129
947 843 494
350 725 677
437 549 762
56 21 322
523 84 385
734 625 326
790 859 176
807 918 669
207 840 546
469 151 998
150 69 239
386 835 785
67 834 939
815 7 561
805 379 460
330 535 182
610 437 865
339 154 301
676 181 270
130 254 883
891 300 631
212 883 491
488 787 82
30 175 258
363 908 437
864 941 30
546 862 816
412 368 127
731 142 797
298 572 446
418 671 213
617 15 250
354 600 245
440 9 40
627 2 150
514 168 572
104 343 412
277 702 490
400 275 42
11 702 776
22 748 355
26 71 765
884 175 551
768 876 353
319 854 296
378 428 185
530 304 481
549 591 500
188 139 823
439 925 784
22 710 528
16 854 365
223 681 748
648 242 879
570 412 773
749 77 471
460 326 767
652 238 684
456 700 338
833 423 763
423 255 930
689 121 681
55 852 797
182 233 642
470 264 900
532 412 630
556 475 457
739 292 82
813 556 222
256 240 390
228 601 382
856 315 589
309 29 279
596 108 578
805 375 926
725 214 48
167 217 968
317 426 189
606 782 576
799 838 800
124 643 334
529 714 775
109 12 860
872 398 599
570 753 464
179 762 618
601 943 637
947 881 994
179 281 810
913 615 263
143 205 550
286 388 397
433 364 569
665 349 886
899 842 601
159 432 972
301 941 334
100 486 764
847 824 185
860 24 305
376 920 64
158 297 692
497 8 395
749 372 626
524 729 720
399 714 841
563 734 171
25 101 41
344 269 4
110 64 702
3 98 626
524 361 712
848 137 232
88 601 33
602 755 723
49 26 986
804 311 300
146 880 255
367 629 897
376 613 664
63 706 220
715 152 934
119 904 879
893 860 976
596 138 541
7 465 58
606 816 428
264 426 491
387 281 322
529 417 517
152 231 457
332 624 909
341 453 405
321 310 951
22 537 304
630 830 618
139 200 896
577 255 781
458 236 620
733 741 755
390 224 945
50 267 683
569 664 495
586 545 173
212 571 649
769 743 951
90 865 647
637 113 258
695 541 8
600 552 113
98 64 656
753 361 715
734 173 875
654 115 499
215 460 651
135 841 247
257 275 798
309 745 904
343 693 239
877 91 855
576 100 736
145 209 907
446 311 251
895 917 969
353 636 571
914 370 431
225 776 71
309 222 580
456 471 181
775 104 553
671 410 403
187 714 133
227 840 38
114 228 634
315 519 636
784 870 757
867 68 902
119 69 135
449 149 617
312 920 747
166 293 948
694 843 655
663 560 552
628 393 487
247 486 371
281 81 157
723 590 447
223 691 865
761 92 741
576 84 306
154 367 994
70 320 319
520 544 983
931 372 217
326 701 513
66 833 208
344 146 509
876 513 31
278 598 652
122 14 201
912 152 282
373 928 391
669 524 17
9 258 133
506 95 6
880 354 390
929 86 999
629 44 170
158 229 88
161 344 458
597 162 930
857 131 587
657 97 667
228 415 602
284 430 934
526 439 824
522 739 293
554 31 32
718 811 958
491 807 400
353 826 34
837 714 245
312 186 310
250 293 900
875 145 537
545 551 7
355 164 206
894 315 537
264 835 589
335 604 312
180 679 877
73 503 617
96 109 133
855 432 43
873 551 909
257 144 847
770 585 965
202 344 165
899 579 138
720 530 603
138 336 82
422 440 431
148 224 294
627 73 855
455 637 542
374 925 462
442 242 170
153 674 368
76 877 23
175 893 733
712 52 527
610 170 384
342 769 54
61 721 802
215 257 189
585 209 620
141 894 731
248 655 494
105 562 600
341 418 528
907 13 159
667 759 588
594 768 711
88 666 520
68 105 212
777 120 753
305 665 808
170 117 487
281 171 59
638 576 215
9 611 900
800 276 101
254 297 382
584 840 552
226 160 576
447 409 409
493 156 898
224 570 248
564 106 491
899 769 740
38 934 869
124 405 180
111 529 994
171 783 482
823 106 588
890 92 292
828 516 492
684 255 232
877 794 580
740 802 306
525 264 103
931 309 534
446 465 738
616 860 696
586 425 550
497 294 65
93 61 346
727 649 93
681 805 996
892 612 760
3 693 455
162 947 430
383 52 937
372 752 755
36 88 924
742 907 844
300 952 752
259 32 465
844 371 442
403 262 205
540 573 978
347 831 524
792 257 423
447 425 69
825 571 660
140 17 247
340 545 874
486 677 722
726 953 321
182 907 559
724 795 24
930 756 387
433 445 826
620 1 807
623 51 988
534 919 441
576 80 770
774 560 20
221 754 23
253 910 441
258 110 184
779 771 264
473 276 150
227 670 971
256 548 51
15 278 564
582 11 141
117 671 912
738 589 942
791 683 31
302 397 710
529 629 411
556 831 679
497 402 137
661 673 419
756 556 236
533 788 912
858 526 160
786 855 684
771 442 369
742 285 628
396 752 496
800 309 57
950 638 277
90 549 602
53 869 771
6 306 196
654 811 62
394 228 88
652 825 650
576 268 294
873 810 516
347 729 160
940 688 831
539 73 125
306 567 207
189 908 343
950 572 313
199 866 959
143 395 503
840 381 157
290 139 31
84 503 228
134 849 721
264 592 589
264 100 196
219 139 719
83 723 247
645 19 987
943 4 838
453 199 562
651 580 232
785 741 164
590 4 48
251 430 622
928 703 384
149 81 152
178 159 841
299 25 885
450 436 470
290 760 627
498 791 789
903 629 941
888 568 585
665 274 613
184 760 603
99 315 662
674 533 609
696 326 599
891 317 836
583 424 167
243 396 906
881 830 900
421 672 737
20 65 614
330 333 269
138 631 478
327 538 275
775 25 693
365 48 284
169 385 657
446 264 198
210 700 4
127 917 202
54 276 785
715 793 677
922 98 331
497 369 671
146 232 881
327 539 958
919 422 740
739 55 505
89 379 605
66 151 992
652 223 580
830 74 238
668 521 849
725 184 989
937 633 115
190 560 682
315 267 972
278 669 178
48 826 602
784 790 479
617 878 149
101 831 734
938 482 249
748 662 305
379 208 204
390 345 352
396 542 710
239 359 898
913 8 387
600 750 306
486 526 247
162 455 442
741 519 960
905 865 275
224 476 43
444 129 684
708 448 202
106 224 398
748 732 683
742 791 918
708 383 693
74 179 640
194 810 991
692 875 221
815 308 378
225 55 975
768 208 509
243 388 660
933 145 358
792 752 414
59 695 884
441 911 331
463 948 711
418 216 441
893 762 926
699 120 936
170 601 723
365 385 873
127 318 493
509 4 41
377 872 815
643 924 769
144 665 690
860 428 799
812 182 519
112 86 840
901 3 885
231 547 95
822 159 909
817 658 719
63 891 280
562 857 517
416 482 370
64 487 622
624 875 892
220 879 299
280 820 53
816 41 525
289 79 954
775 51 445
797 951 237
812 692 213
106 944 82
86 305 358
589 14 361
384 50 330
56 264 321
452 652 304
532 24 119
919 817 801
565 784 168
442 168 146
302 224 215
69 140 897
75 862 116
812 839 410
545 18 278
556 416 958
543 285 564
295 541 510
263 654 893
132 71 857
66 588 867
238 653 699
272 559 332
370 449 507
152 378 299
816 935 318
365 757 670
79 910 132
479 506 900
400 239 559
61 10 428
652 317 758
565 836 345
273 277 195
736 635 701
841 610 400
94 406 374
754 845 968
148 705 972
910 412 390
23 928 421
627 312 361
454 69 290
565 486 367
719 231 145
164 902 420
706 864 151
112 28 686
354 604 145
213 8 47
838 926 375
740 229 411
253 320 802
259 300 604
894 806 729
396 310 264
165 896 816
336 901 489
678 785 59
161 140 302
804 1 450
887 743 804
817 444 655
567 687 722
544 946 179
257 218 593
102 306 295
163 546 975
371 717 91
496 618 790
410 571 674
841 280 764
88 615 107
440 577 347
450 287 994
56 184 864
391 501 436
544 339 399
953 583 603
158 918 30
310 321 376
336 743 914
393 406 519
763 706 746
626 430 20
325 257 152
579 302 229
522 710 847
904 499 181
784 119 832
552 69 648
8 368 2
469 700 590
934 779 24
458 560 104
593 444 738
262 847 879
609 243 286
529 26 319
700 167 591
78 817 897
844 245 233
820 633 164
490 125 997
896 266 305
22 328 959
839 715 832
932 410 110
178 415 232
425 190 531
367 454 966
370 825 413
187 518 572
204 851 384
93 586 536
593 925 733
918 473 916
540 11 710
511 499 962
262 954 737
227 54 467
321 138 963
551 773 365
742 139 751
679 181 170
734 765 953
673 870 450
160 126 812
51 758 476
874 240 797
831 295 574
46 305 735
328 625 729
705 615 731
285 601 754
641 349 779
242 740 204
519 100 603
74 378 542
561 407 549
409 177 653
489 716 318
423 516 862
764 806 171
419 768 343
79 664 393
183 518 284
334 844 159
77 467 866
513 19 904
80 27 140
288 733 881
211 636 362
32 12 325
239 856 204
332 797 267
268 451 157
385 797 579
396 418 336
292 279 831
852 731 16
327 416 943
318 425 526
202 149 27
301 865 685
345 369 274
600 453 373
283 502 225
715 767 481
719 141 880
879 641 503
541 816 192
277 134 716
564 709 191
913 16 586
804 85 700
801 884 781
37 169 603
340 42 752
150 502 139
279 211 890
878 823 1
818 557 209
264 180 949
641 622 681
288 622 862
187 527 556
541 176 717
361 903 25
51 459 322
133 239 912
652 570 731
117 539 590
185 429 1
573 453 792
875 291 962
279 318 714
243 288 306
833 784 595
514 70 713
273 117 990
532 700 189
540 592 762
461 769 187
267 292 193
20 800 402
89 627 996
411 861 293
218 884 213
120 545 828
127 690 158
494 823 539
190 517 112
693 704 557
395 915 592
656 937 288
265 463 577
572 638 889
790 419 485
673 255 87
40 669 798
185 168 573
751 390 625
340 401 766
814 904 230
707 575 719
250 86 639
409 705 749
40 71 917
50 17 518
640 110 915
126 106 709
264 887 512
298 948 106
650 592 231
795 909 292
846 388 464
815 663 331
474 924 168
742 48 598
564 884 724
905 280 57
300 329 941
207 826 729
402 362 710
785 701 646
294 944 548
915 48 818
228 317 808
344 304 458
210 531 486
394 424 37
816 139 79
737 686 340
887 671 850
859 304 681
651 259 651
721 195 126
216 114 166
549 178 572
532 861 940
502 21 853
760 152 423
46 489 925
637 813 756
801 441 331
519 806 293
593 904 937
774 587 926
131 563 665
636 279 693
396 902 484
792 414 171
421 288 591
143 219 762
40 944 705
776 142 881
912 168 981
891 282 324
278 692 720
368 712 410
143 133 653
696 162 719
573 373 485
322 710 487
825 631 974
362 806 141
290 222 831
492 754 109
335 906 960
851 497 224
62 376 855
858 917 451
96 214 866
748 47 452
502 761 672
383 52 55
841 733 936
38 645 454
514 250 270
41 755 637
323 92 857
701 627 586
456 143 417
422 86 413
670 361 958
744 428 862
439 402 411
944 200 744
496 400 934
446 87 316
519 777 128
759 581 67
865 303 818
100 51 718
344 592 25
710 683 811
277 389 758
161 377 159
477 24 115
339 458 441
7 796 74
719 523 491
934 873 975
821 834 948
410 844 142
699 108 26
859 299 724
891 657 212
885 61 234
103 206 259
140 352 100
326 390 813
103 609 54
334 126 992
78 413 841
17 437 305
747 157 123
748 944 525
293 55 79
209 464 128
714 111 136
621 326 52
211 650 782
899 646 863
174 800 847
825 944 600
129 633 80
923 101 749
815 225 481
311 921 586
317 635 404
343 42 792
704 204 32
907 408 666
512 301 918
216 756 506
284 777 650
825 868 734
158 203 492
107 875 826
115 406 308
559 486 722
717 513 611
482 84 876
47 951 786
384 764 841
425 65 32
37 583 185
207 122 235
53 123 658
121 282 184
288 866 99
43 297 795
361 514 958
585 288 784
251 339 360
27 865 617
749 194 935
592 129 298
374 284 220
881 126 330
732 453 565
722 51 88
555 106 363
111 240 644
647 170 433
919 944 48
905 577 139
22 267 13
796 145 348
678 706 842
187 263 399
532 771 376
617 121 924
166 895 789
568 673 351
534 684 478
370 814 582
790 375 316
519 390 543
731 9 373
301 361 806
495 83 467
705 445 872
496 535 794
141 482 100
787 497 133
302 916 914
754 396 754
141 218 876
786 329 644
800 132 792
97 724 52
135 45 695
587 150 456
42 243 420
901 175 387
728 581 884
515 662 381
841 259 612
678 310 869
900 674 681
96 741 551
392 621 873
384 186 957
894 621 673
307 491 932
536 172 898
16 287 305
505 63 213
258 317 33
538 75 653
813 421 417
867 801 73
481 82 479
143 116 559
948 493 613
54 385 846
476 806 675
648 505 570
476 469 847
363 140 218
916 302 85
950 859 419
333 52 759
517 145 14
2 583 937
703 46 643
78 497 465
765 331 472
266 343 827
303 222 543
382 381 911
652 543 631
759 267 287
62 552 843
744 630 556
740 86 783
216 552 692
216 660 985
881 277 816
368 84 992
895 890 841
355 229 912
736 171 394
289 194 709
922 836 709
599 118 628
148 779 849
596 880 922
830 62 993
386 867 10
561 356 359
274 519 767
299 524 744
159 80 494
846 528 55
47 530 925
12 802 543
496 561 338
260 356 798
421 862 479
74 779 89
432 169 268
545 89 706
338 123 229
800 424 971
853 645 277
944 569 761
105 27 407
883 76 665
382 491 226
552 168 665
47 831 316
216 101 344
414 679 699
171 535 920
544 745 492
642 944 355
449 324 56
32 615 846
614 324 782
925 887 726
118 33 951
741 522 588
582 300 962
634 647 894
253 172 782
262 843 234
756 859 277
479 865 478
815 710 729
156 296 547
359 585 4
209 480 703
830 416 475
909 720 296
822 681 315
578 400 876
745 934 715
260 238 601
608 537 519
206 553 18
761 511 614
178 766 84
479 431 510
421 753 443
673 855 343
166 768 616
319 121 282
884 164 599
331 314 861
52 584 614
364 487 321
358 778 230
389 819 611
126 841 180
292 332 338
950 457 419
887 729 555
729 537 255
414 334 281
850 600 482
298 727 453
109 377 479
84 347 630
19 700 433
855 853 69
234 253 88
137 883 159
857 717 834
238 122 122
9 653 38
653 268 29
760 624 662
640 528 967
840 210 927
309 645 239
621 89 506
126 328 463
642 154 439
160 707 17
729 855 193
692 141 673
280 801 960
326 212 35
345 608 493
292 557 229
214 78 794
173 341 878
799 253 349
710 739 685
267 656 872
555 195 924
525 671 163
653 106 839
598 647 596
202 791 838
339 60 513
136 829 757
637 737 586
556 731 408
525 945 673
801 486 467
75 795 424
232 194 366
289 831 886
717 277 565
39 7 760
389 439 944
103 392 242
320 476 692
418 785 843
596 67 202
784 666 489
448 33 784
755 653 880
676 734 640
704 899 356
578 814 659
606 420 980
377 126 634
540 832 603
326 340 970
308 855 716
281 348 850
343 411 125
148 472 89
442 455 576
170 714 327
743 277 820
239 914 843
232 918 14
59 142 388
37 80 321
545 56 295
795 379 651
717 800 854
345 121 66
862 919 214
491 509 3
680 759 298
583 781 947
602 75 710
331 21 333
21 905 546
567 587 945
1 294 505
893 51 183
663 738 895
246 541 265
447 324 765
787 116 751
191 679 319
195 60 784
905 701 414
504 575 479
57 558 749
709 254 679
116 581 948
545 192 129
952 364 585
824 483 216
833 2 684
878 509 69
156 627 76
475 943 389
89 221 147
868 738 422
865 255 817
42 294 126
358 869 851
952 192 442
649 761 213
92 156 224
762 883 553
669 328 598
623 213 171
139 278 450
255 372 986
24 359 765
130 616 542
265 11 350
58 186 250
698 754 750
589 5 397
923 917 651
450 272 90
876 348 101
254 607 680
330 256 878
760 325 801
46 220 673
846 172 514
387 211 796
143 43 614
549 680 281
576 862 704
29 585 602
768 231 984
530 300 821
362 629 249
239 538 382
523 738 493
321 739 681
257 29 550
652 103 700
365 483 637
702 739 539
502 775 128
360 496 753
765 830 134
618 908 445
201 790 508
880 391 284
89 50 157
784 272 3
564 501 427
239 295 985
566 65 584
913 136 360
290 243 742
337 54 836
253 44 555
222 448 486
667 668 392
883 576 956
702 28 661
623 229 656
307 139 239
520 801 910
686 919 714
563 297 398
596 335 298
524 261 548
787 521 269
346 879 144
430 873 938
648 178 380
896 376 77
69 127 836
78 661 603
866 940 997
234 382 117
861 345 183
103 347 111
447 437 489
811 670 498
175 877 638
37 530 564
298 502 988
49 684 327
690 404 475
873 798 233
75 305 59
807 900 683
834 534 509
147 477 52
794 223 792
845 738 776
202 911 506
765 798 436
538 424 45
182 943 654
674 932 267
807 604 48
226 576 778
626 100 390
907 45 331
87 40 544
861 515 645
408 754 781
228 534 743
523 798 187
775 311 852
698 650 137
171 755 880
580 234 478
577 199 480
810 646 240
86 446 997
337 633 744
580 373 768
794 843 48
851 107 93
394 598 414
501 486 15
221 686 87
767 452 471
448 628 728
862 51 78
385 257 355
906 77 385
650 14 293
722 442 419
722 112 283
608 388 758
370 290 473
203 689 587
406 552 643
589 533 822
694 822 959
13 348 235
847 364 838
12 748 306
218 870 646
628 841 722
395 255 991
188 359 891
57 422 876
119 60 687
921 565 255
126 654 148
114 141 656
310 191 915
404 921 870
643 843 424
793 385 517
499 311 604
805 709 69
247 122 820
607 44 655
744 82 255
859 595 698
42 308 425
121 928 861
598 102 765
207 102 409
855 589 605
503 654 533
577 741 456
467 953 225
787 572 467
882 30 907
371 626 683
146 396 416
694 894 292
67 295 137
239 621 678
321 784 207
397 139 159
934 641 761
495 557 861
181 620 865
877 20 92
285 494 338
380 221 140
614 590 672
441 684 22
192 886 352
175 450 77
311 136 67
424 125 463
139 44 334
850 141 259
735 105 53
48 395 174
811 650 792
586 863 455
22 948 758
27 523 646
91 402 847
160 308 213
362 622 8
117 633 16
180 856 345
655 775 221
499 634 329
665 426 386
6 919 129
774 718 849
506 723 667
316 241 539
698 506 773
820 913 183
126 476 507
743 652 235
138 828 32
584 312 206
801 915 687
922 450 62
356 592 868
760 307 785
90 729 164
330 129 97
36 260 883
17 751 796
144 209 949
562 466 681
679 66 889
167 250 938
854 373 454
318 739 400
339 36 115
156 615 79
479 836 269
329 448 962
748 352 812
727 52 77
721 433 737
484 491 119
481 396 232
338 607 316
356 414 890
701 454 201
739 144 307
99 779 370
828 825 717
305 882 100
33 888 932
390 803 21
68 947 194
31 42 905
216 391 282
832 362 522
820 42 787
185 539 66
107 141 492
86 653 939
701 877 346
215 92 153
118 400 217
134 666 264
234 684 933
481 739 909
861 889 52
371 265 83
517 40 540
134 565 399
316 385 502
364 210 613
838 902 425
396 311 445
355 664 162
838 739 507
129 88 519
708 485 495
256 940 839
389 850 65
342 132 487
706 448 565
279 399 782
7 511 426
152 483 251
691 892 898
589 772 399
399 743 994
806 60 493
111 810 184
137 535 209
306 577 713
509 854 427
265 638 351
356 152 64
456 942 717
418 678 64
448 188 727
245 763 224
33 635 710
110 121 397
904 780 872
797 902 418
541 920 567
669 195 499
521 11 337
407 332 788
543 634 396
244 723 847
499 101 164
908 483 160
741 430 871
679 235 963
125 16 677
683 595 59
199 626 573
345 136 518
679 59 438
459 826 200
444 72 620
461 647 369
92 667 715
335 203 761
241 668 223
855 775 430
605 836 574
491 161 596
8 464 837
870 348 108
197 729 104
254 668 12
771 292 263
837 425 11
378 900 984
937 241 465
878 66 952
432 698 852
340 3 650
61 641 947
212 134 969
674 390 440
