1
832 889
417 304 656
326 331 -879
805 737 -107
94 511 942
678 527 -541
426 667 960
673 76 663
342 33 514
188 170 -948
732 679 150
83 436 871
351 294 388
548 644 87
791 110 -316
529 79 -487
71 105 109
127 640 -168
454 230 -330
470 35 556
