18
842 897
790 281 412
147 326 892
109 445 702
171 336 318
824 394 -469
408 612 39
317 379 -511
614 517 539
784 66 -575
66 835 -657
342 347 720
540 437 849
488 198 830
211 174 -231
119 516 -757
589 710 130
48 382 173
257 107 -198
531 789 250
545 138 613
470 5 68
574 627 417
722 58 318
78 321 40
281 94 859
178 263 454
748 518 561
338 237 -892
678 825 217
146 217 -748
541 124 -133
383 7 -179
420 256 857
818 723 -659
305 821 -555
101 313 898
546 781 418
486 10 260
337 200 -213
217 464 -418
511 739 -357
555 341 622
406 479 -147
127 70 996
626 422 175
454 800 -54
273 317 -637
324 620 -861
706 550 983
23 63 591
237 261 -363
251 457 -137
303 106 241
36 702 799
355 503 -66
748 659 299
372 262 -131
649 130 -975
611 245 -660
220 662 -733
242 23 -680
464 683 293
671 79 131
271 7 -503
416 353 -727
91 552 -147
297 88 -888
538 444 -553
588 507 -134
783 148 -262
286 213 -272
123 391 -299
17 807 468
708 816 -955
801 324 -443
297 546 410
838 609 106
330 114 -889
693 483 -779
325 197 -343
642 206 315
792 787 -503
118 351 -570
382 9 397
822 78 77
790 555 229
121 252 770
644 196 -724
243 185 881
155 447 -767
353 252 989
486 654 270
179 54 -881
131 245 52
142 208 701
260 418 586
664 242 810
628 834 -756
227 367 -675
70 206 758
215 398 -162
687 454 -248
477 697 -991
763 108 687
819 273 639
363 382 161
74 26 -217
543 51 -864
653 698 -500
706 446 180
598 305 503
707 828 -56
380 706 -968
831 663 19
400 412 447
762 53 19
358 685 -382
724 334 788
760 264 595
301 339 608
56 795 -434
358 406 -852
140 543 823
548 604 260
265 361 759
558 523 -896
424 483 0
653 403 -158
87 247 174
683 648 -866
588 143 887
590 199 -712
15 772 51
744 562 818
639 46 -793
370 165 -274
823 745 424
622 517 324
722 527 814
414 202 155
745 410 -238
65 619 -713
315 576 -809
27 728 -474
534 346 226
722 186 977
22 194 846
690 63 46
530 461 846
186 173 793
228 630 -981
732 383 947
272 31 894
607 368 843
41 310 706
507 143 -808
756 55 249
203 106 -48
113 103 924
510 686 119
675 353 670
246 410 -286
620 187 643
522 77 200
341 693 260
181 275 -348
76 489 538
645 237 156
717 51 152
376 25 481
50 441 -13
746 68 -341
577 251 -592
524 379 802
27 654 783
541 108 -704
637 497 -557
472 744 482
327 159 -312
515 273 533
754 347 92
122 558 836
128 30 -301
81 684 -725
380 229 -189
815 646 760
4 41 12
92 246 958
267 138 -980
621 589 -259
451 365 728
506 730 435
451 447 731
820 153 81
593 30 548
246 252 -598
292 595 -24
583 474 -710
779 164 104
724 434 152
55 706 968
796 595 867
356 426 -353
776 401 -135
173 12 21
412 139 755
543 302 -746
768 341 -195
527 461 189
786 53 -299
50 499 -664
767 12 -102
328 528 -879
799 622 486
338 841 -16
27 198 218
70 116 -442
642 26 113
394 331 -59
493 299 419
515 659 884
96 468 -479
690 319 -146
562 420 273
482 124 -102
120 647 436
702 580 -786
753 233 515
513 604 319
154 96 229
428 552 598
193 228 -238
490 632 126
471 2 -24
736 587 -426
423 331 -770
416 224 773
171 431 -686
80 786 -233
633 211 634
61 303 -507
731 696 -370
325 79 -705
49 308 -15
581 450 -400
438 137 -400
735 268 516
397 166 971
354 710 335
530 183 144
90 786 -491
260 99 683
673 578 -680
410 404 -145
146 577 -878
17 213 -132
31 537 165
352 543 926
636 206 650
14 113 -262
480 218 -428
190 655 -882
539 552 -512
4 552 268
412 753 178
835 17 -605
451 46 -307
348 358 655
747 772 311
272 175 788
578 483 885
244 126 359
628 209 -16
305 699 510
369 263 659
184 479 904
603 655 904
828 842 225
648 8 -699
235 448 -236
357 822 842
691 317 -102
640 90 713
610 409 153
91 422 520
311 828 -156
387 467 -989
739 279 -132
132 94 764
617 548 903
233 169 -405
378 590 848
62 282 -357
796 504 -17
284 61 3
233 436 -848
827 345 855
817 335 545
841 111 729
413 728 -634
497 335 -492
445 814 -468
281 413 -404
240 767 -583
13 223 -293
834 311 298
19 810 726
766 619 -449
572 426 -528
506 302 996
197 314 634
563 88 -54
143 688 -428
835 669 60
738 147 5
481 759 657
522 117 -593
129 409 887
179 690 -586
338 46 506
218 642 -142
778 211 -212
667 112 -662
126 480 -285
200 445 955
583 139 -37
695 98 331
779 425 444
109 269 251
751 524 181
346 343 951
611 289 483
803 356 614
473 3 383
370 612 119
444 385 -80
51 523 -870
40 318 620
813 817 203
567 737 480
176 442 -666
566 182 503
293 443 954
788 86 295
438 37 266
35 333 -823
414 153 67
568 212 100
725 12 697
300 181 -791
118 817 -702
423 513 -67
766 190 -489
736 283 -958
710 498 32
32 10 -819
748 618 -64
540 355 331
828 775 -894
180 532 405
754 809 603
614 781 -958
444 792 473
306 187 -851
163 123 -741
200 378 -857
531 684 852
600 531 -483
406 475 525
35 602 30
153 223 -48
609 104 -816
358 615 809
502 143 606
311 466 86
520 773 -309
406 356 -732
540 339 425
232 475 175
486 714 -484
346 359 481
618 590 375
547 816 980
139 815 -834
454 165 444
559 433 -182
705 512 -851
438 246 -498
66 231 43
575 253 989
348 483 -161
304 402 434
340 839 373
299 295 -109
434 270 -283
644 104 -563
378 614 583
789 635 104
357 666 234
54 640 91
794 650 -128
836 594 -825
795 333 627
605 723 837
143 361 -921
512 220 325
444 757 -971
131 774 -78
61 526 562
105 263 900
306 519 -419
565 805 402
521 835 270
541 361 -858
207 665 -474
87 820 979
462 416 -929
535 502 192
36 349 -860
195 723 667
600 812 35
792 439 -771
237 192 -76
499 227 76
509 342 -452
728 25 -476
160 670 803
420 124 979
278 704 -284
209 764 -572
377 136 179
35 406 -104
518 317 -429
321 365 102
764 90 -945
602 78 -808
728 687 -765
60 98 -183
322 113 -347
694 368 912
725 833 427
788 824 -280
188 242 -457
807 353 698
407 268 957
226 42 759
6 269 93
6 455 926
802 397 -485
439 291 189
387 75 -994
397 379 -323
391 247 284
551 440 181
577 272 625
817 796 432
109 423 339
500 710 -45
290 355 73
678 687 -600
103 57 187
79 694 975
637 485 -400
223 89 -325
623 35 994
371 582 391
778 466 885
606 146 571
744 18 122
96 441 -126
183 294 419
814 439 -541
738 466 -846
49 672 117
588 345 -71
835 25 -336
791 587 199
191 253 -425
707 829 -683
195 380 989
550 460 -520
414 460 399
226 302 -202
386 732 81
367 192 -141
581 649 14
236 793 419
267 20 -307
391 570 981
386 234 -770
667 718 -723
170 770 170
63 132 -32
287 457 -865
51 42 -58
630 697 -751
612 387 172
609 286 485
701 270 424
184 462 562
61 722 -758
798 582 599
346 192 -9
395 517 -395
4 35 -726
673 466 -789
771 129 535
347 42 -947
736 818 927
9 22 441
453 562 944
182 812 -249
454 516 -188
718 628 869
182 444 353
141 454 -638
509 276 378
171 266 304
339 692 721
480 342 -556
740 107 628
288 14 -803
41 397 366
524 115 -312
509 609 710
440 777 586
166 772 40
429 432 77
276 786 -541
289 753 -428
11 784 -781
780 528 921
472 345 273
329 161 -442
337 830 -950
412 211 -893
244 396 -255
691 792 -109
37 335 -243
376 188 364
383 786 874
248 21 828
800 658 721
748 548 83
302 346 -795
546 415 976
417 759 -276
569 486 814
455 571 349
352 209 -123
481 759 -676
242 477 -868
649 300 -892
320 230 -187
369 378 182
662 701 -645
193 255 183
618 462 -569
549 439 -746
485 189 53
402 759 -103
838 359 -961
322 328 485
173 815 856
338 519 -38
541 740 -621
174 506 0
513 832 816
129 418 -253
770 623 25
331 425 -776
135 462 -932
128 120 -589
265 610 -605
509 658 -419
329 195 -206
402 597 -130
164 702 322
722 458 -314
12 531 397
195 230 -450
149 274 459
709 68 -714
719 498 -339
753 341 31
58 170 -416
828 634 -791
812 93 394
535 675 -841
252 66 897
331 271 -42
308 234 -73
335 567 -608
280 263 -126
43 481 384
70 49 -871
394 166 -551
818 20 -559
690 147 977
644 183 -42
144 590 279
677 230 -592
240 354 -299
182 374 568
179 167 -481
806 485 -426
726 81 588
76 700 -709
565 604 154
129 419 -976
118 567 89
691 655 -386
766 26 -506
425 305 412
621 800 -843
38 838 -679
493 476 -584
453 497 -485
91 231 782
466 306 20
472 229 351
70 821 939
167 826 117
833 394 -22
112 808 674
655 635 511
105 218 -899
796 110 226
592 31 -100
431 823 654
491 737 -653
437 29 -286
214 528 -750
52 357 -23
484 746 -835
249 40 -529
139 289 463
782 833 804
509 632 -163
321 709 276
383 763 -326
224 437 -62
553 166 -991
402 147 -640
268 594 -114
76 126 912
612 102 -487
484 557 -335
258 213 637
498 80 387
739 628 56
496 641 119
199 161 -739
619 399 712
359 503 -757
476 379 150
13 553 86
680 224 981
223 440 -877
403 393 -278
288 179 712
162 711 -344
719 49 612
751 772 -41
488 737 277
373 681 -508
458 83 156
374 95 -632
516 102 488
593 724 633
203 321 -894
705 377 491
62 655 -959
1 459 758
738 398 881
268 260 -814
499 124 -832
789 309 -240
595 337 -765
661 652 812
710 221 -782
603 572 1000
567 424 238
211 367 362
153 482 149
684 635 444
557 74 170
286 483 312
688 567 760
130 826 -130
821 188 250
244 642 -694
135 140 -884
792 310 -33
136 428 541
761 534 -485
80 43 -567
620 207 235
787 366 -151
637 325 51
163 707 -800
412 41 -881
407 801 -48
840 349 -478
749 725 -678
450 430 -467
89 477 -960
787 71 494
633 179 -88
400 514 -931
473 743 -103
85 636 -878
379 182 424
482 597 87
471 150 94
859 828
276 76 -875
741 325 -34
643 210 -276
443 340 48
14 713 620
301 458 -535
137 105 172
614 145 834
799 376 -860
202 111 -470
294 650 -191
838 92 -999
524 64 -638
321 767 -142
363 749 778
816 207 945
19 28 527
116 607 492
471 432 881
74 606 -78
794 464 487
730 80 -998
616 687 -496
626 185 858
832 442 898
446 450 -471
349 195 886
150 362 -465
603 68 907
366 760 -153
805 11 -811
433 2 430
196 251 -669
102 44 -761
54 588 -206
366 525 530
473 154 -176
260 498 157
179 615 579
780 3 83
823 728 758
99 266 99
234 467 3
539 629 668
780 534 851
411 413 98
775 547 290
717 822 -514
3 694 381
411 733 -991
609 704 -93
756 731 834
676 179 722
291 155 -117
766 459 968
409 737 724
584 266 -9
693 347 -45
33 808 477
703 167 -68
546 78 571
662 789 780
751 660 -46
38 704 -903
857 168 -28
501 318 -159
684 541 -918
341 175 -287
224 178 -983
114 668 -662
744 430 -193
563 31 484
285 171 637
205 829 -627
119 525 -937
498 241 689
552 827 -185
242 212 237
168 298 2
155 382 -705
541 116 205
572 387 -782
470 718 -240
681 246 -183
630 669 -848
559 443 416
735 232 232
648 508 753
549 523 107
647 261 610
831 581 -546
685 63 817
319 691 -243
733 149 102
541 245 -300
184 853 980
625 479 -900
493 57 -448
851 297 -186
841 216 677
450 304 372
135 145 90
85 309 502
177 318 744
103 825 -640
18 805 96
177 386 -377
733 833 -998
313 574 981
806 594 -831
742 383 -68
378 68 -901
750 562 506
660 46 -86
646 509 -100
400 443 253
158 117 -400
821 177 622
747 46 -490
348 339 475
482 124 475
807 812 -568
197 578 -933
803 636 -503
609 239 407
605 614 303
674 501 -657
428 450 -132
544 314 363
848 447 -552
264 683 -404
818 147 -876
104 494 761
407 715 798
562 753 796
216 176 911
1 251 -456
636 313 826
563 188 -849
6 366 -452
685 437 -620
277 196 -123
12 402 -680
87 395 777
788 375 771
832 46 75
782 721 -838
514 312 792
248 24 -20
273 56 139
660 725 -560
661 465 -446
208 42 415
235 801 -156
818 41 695
565 291 -884
118 376 -681
742 747 690
282 629 171
314 54 -270
693 578 -102
547 825 -75
686 424 -23
767 10 859
694 49 934
664 781 -705
690 784 -372
459 342 -746
610 26 464
837 639 702
252 673 -516
756 830 -505
813 300 -985
379 737 932
322 541 675
836 665 961
357 826 748
81 165 -594
176 586 176
585 777 -403
72 169 -484
339 190 -892
363 84 289
118 32 45
686 93 331
289 511 993
46 240 -58
418 664 95
520 851 120
333 717 204
1 342 833
227 33 -426
568 774 -483
139 441 -110
353 719 112
766 315 -542
406 826 78
506 342 -324
392 611 752
645 550 -806
561 639 -909
617 379 480
24 852 758
361 532 -873
590 30 -269
824 270 -375
60 237 -275
624 822 -427
601 742 292
809 230 -111
345 780 -761
11 40 986
696 61 349
675 543 939
318 502 545
33 466 -600
859 570 -788
435 462 -602
94 326 648
514 511 -624
323 512 -110
141 326 189
145 742 399
93 247 381
314 691 466
488 607 -350
396 851 888
630 754 -762
18 23 0
729 795 690
500 288 671
383 384 -665
347 29 -466
109 524 -395
379 4 -96
254 78 792
253 681 -545
113 818 -736
837 401 -525
466 120 72
464 496 451
63 245 -988
91 147 -368
211 674 -1
841 786 531
744 705 -376
419 125 521
726 479 123
119 798 -555
271 416 -256
732 386 -68
130 336 -219
799 379 991
688 157 -650
684 531 -114
644 783 -235
550 790 430
325 207 -988
792 184 -207
703 803 865
575 294 -743
359 628 994
89 700 -946
184 362 -690
632 102 251
16 269 46
114 803 621
385 131 -241
755 462 785
356 222 -398
794 252 156
447 812 -604
658 684 -404
681 630 336
198 283 -597
234 81 652
588 442 859
841 752 695
314 221 278
132 832 738
392 145 -426
67 148 361
422 157 244
185 781 397
825 736 428
739 799 -994
206 373 -37
312 606 -581
321 531 856
667 443 794
715 761 349
121 340 335
304 294 474
173 138 883
812 610 451
84 308 597
349 440 479
548 622 750
819 658 -543
829 766 -376
689 491 -471
708 34 993
124 176 -176
656 45 -810
607 777 298
324 497 876
246 460 -660
27 25 380
43 216 431
674 234 325
671 105 582
83 154 138
109 11 -922
513 290 -573
726 38 601
209 225 -592
461 662 -108
367 145 -928
431 31 -717
619 711 -901
190 570 -73
613 600 -699
553 119 801
275 740 605
562 643 -276
100 6 175
182 662 142
251 95 -561
558 720 612
586 790 502
346 461 -963
63 756 -932
70 113 683
377 287 675
177 107 448
766 484 -600
840 67 678
340 435 561
819 615 596
857 159 120
841 808 -692
183 840 585
720 594 530
446 585 614
558 535 -221
21 51 -256
750 42 -627
280 829 -781
795 395 899
707 17 673
130 99 -586
492 288 -924
208 204 -379
812 406 -572
503 353 559
744 463 -699
730 275 -99
249 858 -271
311 363 344
723 9 -301
829 569 -212
625 90 -422
328 575 958
712 840 -357
403 655 206
289 481 -63
265 535 -15
34 557 162
193 143 -908
170 229 764
124 289 276
430 305 925
465 453 187
844 358 254
436 584 -363
816 662 289
696 145 481
668 817 -701
630 747 854
443 781 251
847 335 -371
279 94 -974
432 813 -389
481 567 533
151 666 -342
162 251 381
572 378 639
572 86 -917
352 316 -164
465 548 -4
432 713 832
821 795 421
319 810 -995
490 17 316
204 27 811
464 552 586
149 335 713
674 854 -296
160 38 -547
520 654 374
541 798 -448
60 728 -916
827 169 7
490 599 996
121 20 356
181 602 505
356 337 942
855 617 805
529 446 -565
276 175 -248
403 289 -730
632 492 -152
306 458 -158
38 257 -667
90 462 35
311 685 214
507 102 957
130 479 -186
799 438 813
584 24 897
241 152 -545
515 163 860
70 159 358
601 355 38
576 37 572
840 271 569
99 355 655
80 374 -456
602 427 -305
313 557 -521
616 730 -520
123 33 344
791 80 -182
278 707 826
476 449 -763
200 380 412
551 377 875
491 706 70
235 484 -102
25 546 317
572 830 698
13 62 962
272 412 -828
749 809 765
373 317 -430
805 679 -71
83 229 -853
790 832 -627
415 404 882
773 523 -660
148 633 914
484 3 -809
731 299 -690
472 841 629
256 349 -71
454 183 -690
411 141 627
211 762 -476
617 350 -32
220 654 -640
41 726 479
519 600 -800
507 652 -732
383 27 -454
693 651 810
595 316 -262
581 280 723
476 665 -42
837 779 -373
53 182 -937
592 345 405
324 385 -722
243 128 -591
137 496 605
597 338 953
202 85 -154
281 305 -77
410 682 -484
155 771 -852
653 599 -19
550 464 415
56 97 24
190 301 -4
470 275 -244
754 63 -944
182 593 484
192 377 325
633 723 -306
624 447 -200
581 811 -156
189 353 -860
604 634 -166
31 116 618
436 293 737
715 552 566
326 443 -768
329 196 866
191 437 276
559 305 -975
186 113 -794
563 595 982
856 718 243
293 233 369
23 656 -307
574 538 -209
40 621 -820
141 665 -84
350 61 -725
730 624 -961
22 652 861
701 821 -823
212 798 -846
534 197 -791
374 666 -409
260 13 -403
325 410 477
330 779 -588
330 856 882
441 627 345
505 337 -886
456 746 -839
699 841 -77
198 717 -822
197 824 -604
300 525 232
157 722 826
4 194 353
795 510 765
497 309 148
660 242 66
106 347 -896
812 321 977
545 103 -39
516 793 -923
751 779 -678
655 647 -796
501 674 -681
760 82 624
166 592 538
103 621 873
705 105 -111
646 334 966
583 53 -207
354 773 -313
634 428 -755
12 191 -103
118 588 -468
260 447 452
263 127 11
122 632 581
582 258 -854
114 742 -75
83 713 -353
79 454 757
217 770 575
206 817 444
835 275 996
120 289 -77
524 441 924
333 677 566
703 725 -574
701 795 39
791 271 -616
341 650 -708
209 89 390
790 394 869
47 10 -90
152 668 964
560 476 -111
410 844 413
68 572 -504
829 474 -280
207 789 -695
120 382 -800
650 589 -722
830 778 -52
60 127 885
444 229 598
830 62 807
432 205 -379
279 333 462
1 653 826
192 859 -746
295 464 290
635 362 71
199 480 783
801 156 476
808 491 -205
299 481 -972
249 368 968
681 298 395
157 245 593
81 574 -55
484 70 643
76 819 -313
134 581 962
268 265 231
103 249 773
661 67 -440
672 699 -496
222 820 -388
621 106 -956
795 487 -616
148 149 -511
74 721 558
618 421 -55
329 257 35
435 335 -933
398 405 549
185 795 -758
150 503 -389
523 62 -456
753 203 -582
511 540 -373
364 457 -670
366 581 -949
501 813 -83
434 536 -180
570 366 -217
33 508 269
361 638 -800
50 423 900
606 422 -103
672 379 -364
643 628 -638
622 187 -507
596 510 -142
773 139 924
750 705 -457
693 556 885
181 855 -391
765 388 295
601 757 999
704 504 -721
481 5 840
556 390 -237
360 466 -9
822 278 -502
239 51 -91
333 790 772
304 174 -284
774 783 674
792 775 349
376 18 -637
102 536 978
16 811 -492
782 171 -161
648 162 684
726 246 -309
808 451 949
415 553 325
754 21 -177
142 721 845
131 526 876
388 322 -862
434 334 74
4 409 -848
676 433 -713
297 286 -538
47 472 207
376 711 452
564 786 587
451 842 896
726 139 369
30 650 -696
154 737 962
182 703 144
768 66 -644
589 723 -667
363 622 -662
3 485 275
544 143 -348
725 347 828
518 395 -370
394 51 81
118 551 -938
382 626 814
487 78 90
210 818 148
847 780 5
146 397 342
693 601 -250
287 104 -740
578 596 -466
598 249 407
551 76 -678
360 100 768
723 215 673
332 201 45
454 4 -467
653 63 728
428 104 173
144 136 986
198 343 943
166 612 -551
707 815 207
578 587 -970
24 166 -379
657 186 783
46 68 939
606 317 698
48 422 743
652 545 -325
203 720 -540
656 754 280
585 680 -415
189 304 33
8 598 357
738 832 -358
78 102 77
132 541 525
438 752 -315
439 316 -458
455 599 -803
177 153 -277
576 169 -811
340 393 -526
608 771 917
224 656 -32
410 283 86
678 200 -258
207 748 -792
217 87 615
168 666 427
230 760 -552
281 583 467
179 451 134
511 449 827
438 847 -421
1 228 931
168 488 958
249 473 334
55 210 -993
12 143 -777
835 803 -313
304 430 -760
317 510 36
589 534 933
754 351 -967
410 12 266
537 729 271
704 104 -147
695 15 -817
37 377 -15
374 357 995
517 313 -259
12 162 -294
10 329 -871
577 231 -865
419 56 267
795 112 -382
13 386 -563
5 138 -12
643 143 811
134 683 61
26 78 924
436 723 502
346 442 -973
18 655 341
91 30 485
250 760 -437
726 454 708
394 273 -814
117 382 764
276 571 -601
674 411 -845
673 786 -243
433 52 817
291 818 -460
390 77 -453
830 297 -429
409 416 -683
513 850 516
492 430 -830
226 435 -419
506 300 -47
459 312 -483
666 764 -430
21 720 -820
533 575 -240
41 8 -341
256 174 346
222 63 -799
262 750 570
7 508 383
118 832 47
365 562 -239
50 738 -49
101 654 121
801 577 171
263 4 -895
374 593 -99
805 91 -75
561 181 833
689 163 -467
485 738 495
135 567 447
437 68 281
50 53 259
614 243 456
223 417 356
377 342 -678
673 342 -231
539 242 489
352 766 -678
308 209 -910
598 552 53
666 316 -942
376 226 739
172 575 664
268 769 -371
99 621 -365
17 750 619
181 642 722
525 90 480
569 172 -331
354 403 597
520 382 -947
424 403 -444
793 311 96
104 710 95
92 152 -85
485 827 342
717 584 285
725 699 16
573 547 -948
420 187 49
145 337 260
873 855
815 275 -633
221 158 -89
253 34 745
677 352 540
362 273 -185
17 600 250
686 369 81
590 523 -171
25 248 -466
55 755 -608
384 15 -363
842 362 -548
431 567 -720
555 591 -714
552 562 -965
820 821 94
529 635 617
54 549 -939
841 489 793
142 237 -160
186 643 -872
869 194 -482
743 171 -876
482 753 -239
340 438 -521
103 718 -122
338 575 -245
172 616 -317
641 555 504
44 590 368
98 149 -830
210 465 682
240 576 -34
186 714 764
826 602 437
586 51 993
500 50 -695
254 327 -921
811 279 910
93 357 -913
810 238 156
425 220 460
449 512 144
514 409 876
783 276 673
86 536 57
41 588 853
709 495 83
503 376 911
708 84 -842
751 27 394
656 865 253
835 683 -319
841 712 -953
546 240 272
351 263 83
296 19 -494
856 870 169
34 229 -816
183 304 -19
113 432 -72
223 532 -978
739 101 -465
822 473 83
584 107 -222
698 525 -692
536 255 -516
108 102 301
464 382 -769
804 401 -564
65 300 -144
456 469 873
805 143 695
61 161 -774
819 344 -491
866 191 200
600 135 114
333 724 -383
475 673 688
269 866 -799
39 785 854
871 729 -597
161 293 590
32 748 -647
139 800 -880
551 560 631
748 141 81
128 721 387
176 538 186
611 543 -331
148 304 -36
819 749 470
26 789 117
862 168 480
350 551 -764
845 426 -717
814 783 -327
867 451 -917
205 863 -946
523 701 -523
121 709 -714
356 282 904
610 238 349
375 825 900
536 61 697
668 765 -436
656 35 969
425 738 -522
54 378 -554
163 360 -289
857 13 -238
440 643 313
529 133 175
418 135 -89
468 445 -686
687 683 556
179 141 -65
868 176 986
616 73 168
822 166 405
642 193 -710
582 712 -245
275 746 -389
459 713 -217
155 810 189
513 870 -287
431 807 549
311 672 585
742 8 -527
252 220 336
374 28 -951
24 153 -383
297 324 -850
185 107 224
213 802 561
754 172 -163
54 345 -253
157 858 -469
405 822 -538
781 37 555
520 420 -319
720 442 -63
497 138 -673
819 283 343
463 567 13
457 686 -483
736 202 -61
326 392 -930
52 535 197
559 30 -455
22 788 -365
363 285 81
829 530 860
252 506 187
250 591 -147
369 338 475
374 729 -264
506 610 -76
509 277 -966
192 486 662
742 621 481
117 5 975
713 33 -403
341 300 -743
9 123 -979
772 138 978
171 291 639
295 18 563
563 79 57
529 297 376
844 645 -844
638 189 736
617 184 437
78 13 -196
739 32 697
798 249 -871
847 804 623
3 270 554
689 414 -515
420 269 296
77 448 75
479 463 -363
775 273 803
536 302 699
135 57 -510
711 58 2
514 520 -450
613 814 970
809 174 501
111 528 -844
710 757 576
530 715 -259
127 767 -88
87 747 -776
347 567 749
118 12 -663
88 595 826
863 163 259
530 859 73
321 421 208
414 800 696
513 376 -731
157 146 -487
458 108 -955
702 116 -170
534 404 -750
155 746 863
865 629 -682
211 611 -445
508 151 682
233 755 842
622 768 -275
42 555 799
687 838 -8
79 743 446
133 538 97
843 590 -878
243 682 -475
577 397 937
133 27 104
518 585 -103
102 398 465
528 569 794
547 175 266
263 283 -581
395 358 722
254 322 217
604 702 -36
555 558 -737
647 617 -572
873 651 185
819 344 43
473 509 311
448 767 -530
363 778 -931
52 698 544
834 122 -345
512 49 -479
694 133 606
363 787 430
852 694 -892
42 540 714
445 825 -182
297 590 696
271 259 -404
511 743 774
341 5 -920
396 402 987
596 763 760
44 715 -294
39 92 -897
308 1 -823
820 658 -400
698 802 138
720 551 809
259 136 417
673 708 246
470 670 -868
719 868 550
72 88 -582
732 452 138
313 535 -207
449 232 -845
170 112 269
19 740 -581
680 592 -953
244 77 477
347 245 596
140 5 -760
2 619 568
536 464 -154
134 541 -377
763 441 727
648 727 -439
65 641 143
60 55 71
406 732 424
455 387 391
486 117 -623
811 18 -30
566 864 242
527 232 -880
725 465 294
131 515 -293
628 116 -868
168 106 301
342 371 129
432 568 472
256 774 -680
523 438 -428
305 62 -555
538 851 89
358 720 -10
406 788 -976
250 302 735
51 143 98
203 460 32
679 727 -428
315 453 -530
520 355 647
701 829 253
326 526 -606
340 335 130
345 713 54
53 815 465
37 324 447
543 391 -139
419 330 648
404 179 105
841 561 -209
410 322 -688
712 335 916
777 803 -568
491 251 208
625 229 -843
586 798 248
775 608 -687
319 480 227
328 841 740
94 223 -76
686 734 -122
722 442 -717
115 711 834
652 709 -972
367 298 742
209 170 303
499 631 707
36 513 -689
148 179 -961
364 283 -340
728 752 -395
223 687 -269
533 340 804
224 565 -444
12 708 657
472 349 33
612 289 217
346 23 -846
405 117 -700
86 242 -403
525 402 -323
334 505 215
316 391 398
4 136 -311
573 188 -65
871 753 -968
163 60 -954
658 515 -34
522 691 461
84 745 -357
842 814 610
737 649 -947
743 763 614
183 852 -606
154 19 -516
89 448 761
53 769 -827
575 332 452
46 755 -746
392 160 -494
452 441 856
626 259 407
414 488 704
716 478 657
398 519 -966
203 393 163
509 612 -277
211 565 610
49 402 -290
252 685 768
164 278 630
153 319 437
31 299 983
235 219 -288
652 169 -325
105 458 -66
798 295 -928
159 515 -969
434 731 733
552 193 -928
62 822 -67
296 305 236
98 186 624
505 252 740
492 273 125
295 484 -720
432 393 806
240 481 -214
569 473 -882
524 751 -169
539 702 -310
212 545 942
134 661 -616
717 81 898
190 73 60
237 756 222
129 106 -62
218 561 689
599 445 579
862 435 -582
537 93 834
15 830 -536
520 667 655
496 657 955
243 653 710
443 156 -884
871 449 -524
740 525 94
460 35 195
460 501 146
553 22 -68
833 245 -701
179 451 -723
151 476 842
820 829 -375
65 703 94
465 52 -148
756 487 -843
154 146 -817
353 707 497
278 318 -853
20 274 -998
